3.996748e+002,0.000000e+000
4.001569e+002,4.349969e-002
4.006390e+002,5.120648e-002
4.011211e+002,5.922298e-002
4.016032e+002,6.651926e-002
4.020854e+002,7.197326e-002
4.025675e+002,7.487504e-002
4.030496e+002,7.516603e-002
4.035317e+002,7.344945e-002
4.040138e+002,7.067873e-002
4.044959e+002,6.792124e-002
4.049781e+002,6.604946e-002
4.054602e+002,6.551310e-002
4.059423e+002,6.635123e-002
4.064244e+002,6.821219e-002
4.069065e+002,7.057979e-002
4.073886e+002,7.297209e-002
4.078708e+002,7.514074e-002
4.083529e+002,7.707770e-002
4.088350e+002,7.894266e-002
4.093171e+002,8.090854e-002
4.097992e+002,8.301186e-002
4.102813e+002,8.504751e-002
4.107635e+002,8.661302e-002
4.112456e+002,8.716726e-002
4.117277e+002,8.626261e-002
4.122098e+002,8.375330e-002
4.126919e+002,7.990142e-002
4.131740e+002,7.540077e-002
4.136562e+002,7.117719e-002
4.141383e+002,6.820486e-002
4.146204e+002,6.713879e-002
4.151025e+002,6.824119e-002
4.155846e+002,7.140088e-002
4.160667e+002,7.625344e-002
4.165489e+002,8.226199e-002
4.170310e+002,8.875816e-002
4.175131e+002,9.502716e-002
4.179952e+002,1.002688e-001
4.184773e+002,1.037940e-001
4.189594e+002,1.052599e-001
4.194416e+002,1.047748e-001
4.199237e+002,1.028815e-001
4.204058e+002,1.003293e-001
4.208879e+002,9.790675e-002
4.213700e+002,9.619429e-002
4.218521e+002,9.551904e-002
4.223343e+002,9.588870e-002
4.228164e+002,9.701394e-002
4.232985e+002,9.838254e-002
4.237806e+002,9.944553e-002
4.242627e+002,9.985382e-002
4.247448e+002,9.956494e-002
4.252270e+002,9.886438e-002
4.257091e+002,9.820496e-002
4.261912e+002,9.804098e-002
4.266733e+002,9.860834e-002
4.271554e+002,9.985332e-002
4.276375e+002,1.014508e-001
4.281197e+002,1.029534e-001
4.286018e+002,1.039461e-001
4.290839e+002,1.041945e-001
4.295660e+002,1.037245e-001
4.300481e+002,1.027878e-001
4.305302e+002,1.017599e-001
4.310124e+002,1.009876e-001
4.314945e+002,1.007287e-001
4.319766e+002,1.010762e-001
4.324587e+002,1.019702e-001
4.329408e+002,1.032421e-001
4.334229e+002,1.046801e-001
4.339051e+002,1.060659e-001
4.343872e+002,1.072000e-001
4.348693e+002,1.079437e-001
4.353514e+002,1.082176e-001
4.358335e+002,1.080267e-001
4.363156e+002,1.074505e-001
4.367978e+002,1.066317e-001
4.372799e+002,1.057314e-001
4.377620e+002,1.048813e-001
4.382441e+002,1.041721e-001
4.387262e+002,1.036467e-001
4.392083e+002,1.033246e-001
4.396905e+002,1.032271e-001
4.401726e+002,1.033840e-001
4.406547e+002,1.038225e-001
4.411368e+002,1.045361e-001
4.416189e+002,1.054644e-001
4.421010e+002,1.064797e-001
4.425832e+002,1.074167e-001
4.430653e+002,1.081359e-001
4.435474e+002,1.085590e-001
4.440295e+002,1.087038e-001
4.445116e+002,1.086685e-001
4.449937e+002,1.085884e-001
4.454759e+002,1.085732e-001
4.459580e+002,1.086662e-001
4.464401e+002,1.088354e-001
4.469222e+002,1.090000e-001
4.474043e+002,1.090710e-001
4.478864e+002,1.089869e-001
4.483686e+002,1.087392e-001
4.488507e+002,1.083588e-001
4.493328e+002,1.078916e-001
4.498149e+002,1.073701e-001
4.502970e+002,1.068066e-001
4.507791e+002,1.061989e-001
4.512613e+002,1.055551e-001
4.517434e+002,1.049129e-001
4.522255e+002,1.043383e-001
4.527076e+002,1.039112e-001
4.531897e+002,1.037001e-001
4.536718e+002,1.037311e-001
4.541540e+002,1.039895e-001
4.546361e+002,1.044283e-001
4.551182e+002,1.049930e-001
4.556003e+002,1.056306e-001
4.560824e+002,1.062966e-001
4.565645e+002,1.069518e-001
4.570467e+002,1.075527e-001
4.575288e+002,1.080619e-001
4.580109e+002,1.084602e-001
4.584930e+002,1.087610e-001
4.589751e+002,1.090097e-001
4.594572e+002,1.092631e-001
4.599394e+002,1.095620e-001
4.604215e+002,1.099004e-001
4.609036e+002,1.102128e-001
4.613857e+002,1.103834e-001
4.618678e+002,1.102981e-001
4.623499e+002,1.098814e-001
4.628321e+002,1.091487e-001
4.633142e+002,1.082039e-001
4.637963e+002,1.072171e-001
4.642784e+002,1.063595e-001
4.647606e+002,1.057494e-001
4.652427e+002,1.054338e-001
4.657248e+002,1.053833e-001
4.662069e+002,1.055259e-001
4.666890e+002,1.057816e-001
4.671711e+002,1.061015e-001
4.676533e+002,1.064679e-001
4.681354e+002,1.068847e-001
4.686175e+002,1.073508e-001
4.690996e+002,1.078440e-001
4.695817e+002,1.083175e-001
4.700638e+002,1.087185e-001
4.705460e+002,1.090014e-001
4.710281e+002,1.091483e-001
4.715102e+002,1.091647e-001
4.719923e+002,1.090698e-001
4.724744e+002,1.088798e-001
4.729565e+002,1.085993e-001
4.734387e+002,1.082280e-001
4.739208e+002,1.077737e-001
4.744029e+002,1.072651e-001
4.748850e+002,1.067512e-001
4.753671e+002,1.062829e-001
4.758492e+002,1.058985e-001
4.763314e+002,1.056001e-001
4.768135e+002,1.053568e-001
4.772956e+002,1.051198e-001
4.777777e+002,1.048543e-001
4.782598e+002,1.045625e-001
4.787419e+002,1.042896e-001
4.792241e+002,1.040975e-001
